authors,title,abstract,year published,DOI,relevancy_score
"Aschbrenner, Kelly A.; Naslund, John A.; Shevenell, Megan; Kinney, Elizabeth; Bartels, Stephen J.",A pilot study of a peer-group lifestyle intervention enhanced with mHealth technology and social media for adults with serious mental illness,"This pilot study examined the preliminary effectiveness of a peer-group lifestyle intervention enhanced with mobile health technology and social media for obese individuals with serious mental illness. Thirty-two participants with a body mass index of 30 or higher received a 24-week intervention designed to facilitate peer support for lifestyle change through experiential learning and use of wearable activity tracking devices, smartphone applications, and Facebook to reinforce physical activity, healthy eating, and group participation between sessions. The primary outcome was weight loss. Secondary measures included fitness and participants' perceptions of peer-group support. Most participants (72%) lost weight, including 28% achieving clinically significant weight loss, and 17% of participants showed clinically significant improvements in cardiovascular fitness. Weight loss was associated with perceived peer-group support. This evaluation demonstrated the preliminary effectiveness of a potentially scalable peer-group lifestyle intervention delivered in community mental health settings for obese individuals with serious mental illness. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)",2016,https://doi.org/10.1097/NMD.0000000000000530,6
"Aubin, Lise; Mostafaoui, Ghilès; Amiel, Chloé; Serré, Hélène; Capdevielle, Delphine; de Menibus, Maëlane Hellouin; Boiché, Julie; Schmidt, Richard; Raffard, Stéphane; Marin, Ludovic",Study of coordination between patients with schizophrenia and socially assistive robot during physical activity,"The goal of this study was to analyze the interpersonal coordination of patients suffering from schizophrenia (SZ) using a humanoid robot NAO. NAO was controlled by a neurally-inspired model that enables motions synchronization between robot and human. Using a robot has the advantage in that it can be modified and controlled without being influenced by the human with whom they are interacting. More specifically, we were interested in non-intentional interpersonal coordination which has been found in previous studies to be preserved for SZ. We performed an experiment in which we asked patients and control participants to jointly perform fitness movements with the robot which was programmed to either synchronize with the human (a bidirectional condition) or move at a fixed frequency with them (a unidirectional condition). We showed that non-intentional interpersonal coordination was preserved for SZ during Human/Robot interaction (as for human/human interaction). Also, the best synchronization, stability and the best performance in term of speed were obtained with the bidirectional condition. Our results showed that, in this specific context of an interaction at preferential frequency of subject, there were only a few differences between SZ and controls in terms of interpersonal synchronization skills. Nevertheless, we observed more variability for SZ which could partly be explained by the weaker intrapersonal coordination that they exhibited. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.1007/s12369-021-00750-4,1
"Auld, Garry; Baker, Susan; Conway, Lisa; Dollahite, Jamie; Lambea, Maria Carmen; McGirr, Kathryn",Outcome effectiveness of the widely adopted EFNEP curriculum eating smart ∙ Being active,"Objective: To determine the effectiveness of the Expanded Food and Nutrition Education Program (EFNEP) curriculum Eating Smart ∙ Being Active (ESBA). Design and Setting: A quantitative, multi-state, nonequivalent comparison group pretest-posttest design was used to compare nutrition-related behavior changes in participants. ESBA was compared to previously used curricula for 3 different time periods in 5 states using the EFNEP evaluation tool. Participants: Adults enrolled in EFNEP who completed their entry and exit paperwork during any of the 3 time points. Intervention: An 8-lesson adult curriculum based on the Dietary Guidelines for Americans and MyPlate. Analysis: Analysis of variance and covariance (with pretests scores and demographic variables as covariates) were used to analyze data with significance at P ≤ .05. Results: ESBA elicited a mean positive behavior change for food resource management ( P < .01), food safety ( P ≤ .001), nutrition ( P < .001), and physical activity level in participating states ( P ≤ .01). Compared with previous curricula, ESBA produced better mean outcomes in food resource management, nutrition, physical activity, and intakes of fruit and vegetables. Conclusion and Implications: ESBA is effective at eliciting positive nutrition-related behavior change. The results of this multi-state, practice-based approach suggest that ESBA is effective in multiple settings and has external validity for use in EFNEP and other community nutrition programs. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",2015,https://doi.org/10.1016/j.jneb.2014.07.001,4
"Avery, Derek R.; McKay, Patrick F.; Volpone, Sabrina D.; Malka, Ari",Are companies beholden to bias? The impact of leader race on consumer purchasing behavior,"Given that racial stereotypes often influence leader appraisals, many businesses assume consumers will respond unfavorably to Black leaders. Recent research, however, suggests observers may suppress negative stereotypes of Black leaders when they head high-performing organizations. We integrate theory on implicit leadership and motivated social cognition to better understand how leader stereotype application and suppression influence consumer purchasing behavior. Across archival studies, a classroom exercise, and an experiment, we found that customers (real and prospective) appraised Black leaders less favorably than White leaders, resulting in lower patronage only when motivated to view leaders stereotypically. Namely, significant consumer bias against companies with Black leaders emerged only when organizational failure was accompanied by (a) unfamiliarity with the leader(s) in question, (b) greater societal acceptance of racist behavior (i.e., in the past), or (c) high consumer desire to bask-in-reflected-glory of an organization. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",2015,https://doi.org/10.1016/j.obhdp.2015.01.004,1
"Aycock, Dawn M.",Risk factors for stroke in rural african americans and factors that influence exercise behaviors to reduce stroke risk,"Stroke has increased among young adults, which is concerning for African Americans (AA) who tend to have stroke at an earlier age and an increased risk for mortality and severe disability. Rural dwellers lack resources which may increase their susceptibility to stroke. Regular exercise can reduce stroke; however, physical activity among AA is low. The purpose of this research was to use an Expanded Health Belief Model to examine perceived and actual stroke risk among rural AA 19 to 54 years of age and factors that influence exercise behaviors to reduce stroke risk. A cross-sectional correlational design was used. Participants were recruited from four rural counties in Alabama through ""A Promise To Help"" mobile healthcare initiative. Data were collected through in person administration of questionnaires and clinic chart review. Analyses included correlations, t-test, Chi-square, and regression. Participants ( n =66) had a mean age of 43.3 years (%Z Date revised - 20130902 Last updated - 2017-09-26 First page - No Pagination Specified SubjectsTermNotLitGenreText - Blacks 1125P4A 7961P4A 9805P4A 1117P3B 7861P3B 8870P3B 8914P3B 9690P3B 977P3B; Cerebrovascular Accidents 1223P4A 1381P4A 1480P4A 1506P4A 1508P4A 2766P4A 6323P4A 7252P4A 9805P4A 1213P3B 1370P3B 1466P3B 1492P3B 1493P3B 2723P3B 6238P3B 7154P3B 9690P3B; Exercise 3451P4A 6102P4A 7240P4A 9805P4A 3400P3B 6020P3B 7142P3B 9690P3B; Risk Factors 7842P4A 8322P4A 9805P4A 7743P3B 8220P3B 9690P3B; Risk Management 5565P4A 8323P4A 9805P4A 5494P3B 8221P3B 9690P3B IdentKeywords - risk factors; rural African Americans; exercise behavior; stroke risk reduction",2013,,4
"Backes, Todd Patrick",The effect of exercise intensity and fluid restriction on cognitive function and salivary measures in division III male and female endurance athletes,"It is well documented how even modest dehydration can be detrimental to physiological functions in endurance based athletic competition. Previous work has examined decreases in power output, force, and time to exhaustion as well as physiological variables such as the appearance of changes in hormone levels as they relate to success in various endurance sports/activities such as running, swimming, cycling and rowing. Success in athletic competition, however, is not solely limited to enhancing endurance aspects alone. Cognitive function plays an important role in competition. The purpose of this research is to examine the effect of exercise on the appearance of salivary alpha amylase, cortisol and testosterone and to examine the effect of exercise on cognitive function both under modest fluid restriction (<3% Body Weight). The subjects were NCAA Division III male and female athletes that participate in team based sports such as soccer, basketball, rugby and volleyball. Apparently healthy subjects were screened had aerobic fitness and body composition determined in the first of three lab visits. The second and third lab consisted of identical treadmill exercise paired with two different fluid interventions. Prior to the treadmill exercise and immediately after both moderate and high intensity exercise cognitive function was measured via the Automated Neuropsychological Assessment Metrics (ANAM) program. Saliva and urine collections were taken prior to the exercise and immediately following exercise termination. Five cognitive tests were selected from the ANAM test battery and analyzed. The results showed that cognition was impacted by the exercise protocol and fluid condition individually and by an interaction between the exercise protocol and fluid condition. Cognition was affected differently at moderate intensity exercise dependant on fluid condition. Cognition was also impacted by the gender of the subject. We demonstrate in this study that exercise, both moderate and high intensity, elicits a significant increase in salivary cortisol, salivary testosterone, and salivary alpha-amylase. This change was irrespective of fluid condition. Additionally, the fluid condition had an effect on cortisol and had an effect (along with gender) on alpha-amylase. Fluid condition effects were evident in females rather than males. For testosterone there was also an interaction effect of exercise and gender. This research is unique in its application to subjects who are involved in team based sports as well as using both male and female athletes. The use of both female and male athletes reveals results that support differences in suggested hydration strategies based on gender. Whereas previous work has looked at physiological responses to dehydration and performance skills independently, this research will use a very sophisticated measure of cognitive function along with the examination of physiological responses. This research can be the basis for future studies that focus on athletes who are involved in sports in which performance is based on reaction, and decision making. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,,1
"Baek, Yunmi; Han, Kihye; Kim, Jieun; Yoo, Hae Young",Smartphone‐based home workout program for shift‐work nurses working during the COVID-19 pandemic,"This study aimed to develop a smartphone‐based home workout program for shift‐work nurses to increase their levels of exercise and examine its effects on health (sleep disturbance, fatigue, musculoskeletal problems, and resilience) and nursing performance. For this quasiexperimental study with a nonequivalent control group, 54 shift‐work nurses were recruited from two general wards at a hospital in Korea and assigned to the intervention and control groups. Nurses in the intervention group were encouraged to exercise regularly using the home workout application for 18 weeks. For the first 12 weeks, text‐message counseling and environmental improvement were carried out; only environmental improvement was implemented in the remaining 12–18 weeks. The control group did not receive any intervention. After excluding dropouts, the data of the final 25 participants in the intervention group and 24 participants in the control group were analyzed. Compared with the control group, the intervention group showed statistically significant improvements in physical and psychological health. Hospital organizations could adopt a smartphone‐based home workout program to overcome obstacles to exercise, which could lead to positive health outcomes for shift‐work nurses. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2022,https://doi.org/10.1111/nhs.12969,10
"Bailenson, Jeremy; Patel, Kayur; Nielsen, Alexia; Bajscy, Ruzena; Jung, Sang-Hack; Kurillo, Gregorij",The effect of interactivity on learning physical actions in virtual reality,"Virtual reality (VR) offers new possibilities for learning, specifically for training individuals to perform physical movements such as physical therapy and exercise. The current article examines two aspects of VR that uniquely contribute to media interactivity: the ability to capture and review physical behavior and the ability to see one's avatar rendered in real time from third person points of view. In two studies, we utilized a state-of-the-art, image-based tele-immersive system, capable of tracking and rendering many degrees of freedom of human motion in real time. In Experiment 1, participants learned better in VR than in a video learning condition according to self report measures, and the cause of the advantage was seeing one's avatar stereoscopically in the third person. In Experiment 2, we added a virtual mirror in the learning environment to further leverage the ability to see oneself from novel angles in real time. Participants learned better in VR than in video according to objective performance measures. Implications for learning via interactive digital media are discussed. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2008,https://doi.org/10.1080/15213260802285214,1
"Balbim, Guilherme M.; Marques, Isabela G.; Marquez, David X.; Patel, Darshilmukesh; Sharp, Lisa K.; Kitsiou, Spyros; Nyenhuis, Sharmilee M.",Using Fitbit as an mHealth intervention tool to promote physical activity: Potential challenges and solutions,"Consumer-based physical activity (PA) trackers, also known as wearables, are increasingly being used in research studies as intervention or measurement tools. One of the most popular and widely used brands of PA trackers is Fitbit. Since the release of the first Fitbit in 2009, hundreds of experimental studies have used Fitbit devices to facilitate PA self-monitoring and behavior change via goal setting and feedback tools. Fitbit's ability to capture large volumes of PA and physiological data in real time creates enormous opportunities for researchers. At the same time, however, it introduces a number of challenges (eg, technological, operational, logistical), most of which are not sufficiently described in study publications. Currently, there are no technical reports, guidelines, nor other types of publications discussing some of these challenges and offering guidance to researchers on how to best incorporate Fitbit devices in their study design and intervention to achieve their research goals. As a result, researchers are often left alone to discover and address some of these issues during the study through ""trial and error."" This paper aims to address this gap. Drawing on our cumulative experience of conducting multiple studies with various Fitbit PA trackers over the years, we present and discuss various key challenges associated with the use of Fitbit PA trackers in research studies. Difficulties with the use of Fitbit PA trackers are encountered throughout the entire research process. Challenges and solutions are categorized in 4 main categories: study preparation, intervention delivery, data collection and analysis, and study closeout. Subsequently, we describe a number of empirically tested strategies used in 4 of our interventional studies involving participants from a broad range of demographic characteristics, racial/ethnic backgrounds, and literacy levels. Researchers should be prepared to address challenges and issues in a timely fashion to ensure that the Fitbit effectively assists participants and researchers in achieving research and outcome goals. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.2196/25289,10
"Ball, Natalie","The effect of blood flow restriction training on thigh circumference, strength, and neuromuscular control in an adult male post hip arthroscopy","Background and Purpose. Blood flow restriction training (BFR) is an emerging intervention focusing on increasing muscular hypertrophy and strength with the use of lower workloads (20--30% of one-repetition maximum or 1RM) and application of an elastic wrap/cuff proximal to an exercising muscle to occlude venous flow. It has been widely targeted as an advancing treatment in rehabilitation due to the positive effects on muscular strength and hypertrophy. The purpose of this study was to contribute to the body of knowledge of BFR and its use in a postoperative patient to increase strength and hypertrophy. Neuromuscular changes with regard to stability was also explored with the Star Balance Excursion Test (SEBT). Literature review. Literature to date has proven BFR valuable to increase muscle hypertrophy and strength in post-operative patients and geriatrics. Evidence has suggested that for healthy subjects, high load resistance training was still a more advantageous intervention. Exact causes for neuromuscular changes/results due to BFR have remained unknown. Case description. The patient was a 31-year-old male who had recently undergone a left hip arthroscopy with labral reconstruction. He had recently been discharged from the hospital with crutches but was significantly lacking left leg strength and stability. Outcomes. Increases in girth and neuromuscular control were noted in the BFR leg to a greater extent than the non-BFR leg. Discussion. The evidence relaying the use of BFR for increasing strength and hypertrophy in patients unable to withstand high loads is very valuable for physical therapists as rehabilitation experts. The evidence for use of the SEBT as an outcome measure for stability and neuromuscular control after BFR is also valuable and may prove effective for widespread use in the future. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",2019,,1
"Bangen, Katherine J.; Calcetas, Amanda T.; Thomas, Kelsey R.; Wierenga, Christina; Smith, Christine N.; Bordyug, Maria; Brenner, Einat K.; Wing, David; Chen, Conan; Liu, Thomas T.; Zlatar, Zvinka Z.",Greater accelerometer-measured physical activity is associated with better cognition and cerebrovascular health in older adults,"Objectives: Physical activity (PA) may help maintain brain structure and function in aging. Since the intensity of PA needed to effect cognition and cerebrovascular health remains unknown, we examined associations between PA and cognition, regional white matter hyperintensities (WMH), and regional cerebral blood flow (CBF) in older adults. Method: Forty-three older adults without cognitive impairment underwent magnetic resonance imaging (MRI) and comprehensive neuropsychological assessment. Waist-worn accelerometers objectively measured PA for approximately one week. Results: Higher time spent in moderate to vigorous PA (MVPA) was uniquely associated with better memory and executive functioning after adjusting for all light PA. Higher MVPA was also uniquely associated with lower frontal WMH volume although the finding was no longer significant after additionally adjusting for age and accelerometer wear time. MVPA was not associated with CBF. Higher time spent in all light PA was uniquely associated with higher CBF but not with cognitive performance or WMH volume. Conclusions: Engaging in PA may be beneficial for cerebrovascular health, and MVPA in particular may help preserve memory and executive function in otherwise cognitively healthy older adults. There may be differential effects of engaging in lighter PA and MVPA on MRI markers of cerebrovascular health although this needs to be confirmed in future studies with larger samples. Future randomized controlled trials that increase PA are needed to elucidate cause-effect associations between PA and cerebrovascular health. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2023,https://doi.org/10.1017/S1355617723000140,6
"Bannon, Sarah; Greenberg, Jonathan; Mace, Ryan A.; Locascio, Joseph J.; Vranceanu, Ana-Maria",The role of social isolation in physical and emotional outcomes among patients with chronic pain,"Objective: Social isolation negatively impacts early-disease processes and long-term health. Individuals with chronic pain are more vulnerable to social isolation, which exacerbates symptoms. It is currently unclear whether: 1. group-based programs for chronic pain improve social isolation, 2. improvements in social isolation account for improvements in outcomes. This study involved secondary data analysis of participants in a 10-week mind-body physical activity program. We examined whether social isolation improved during treatment, and whether such improvements accounted for improvements in emotional and physical functioning. Methods: Participants (N = 82) with chronic pain were randomized to a group-based mind-body physical activity intervention with ( GetActive-Fitbit; n = 41) or without a Fitbit device ( GetActive; n = 41). Participants completed self-reported measures of social isolation, emotional functioning (depression and anxiety symptoms), and multimodal physical functioning (self-report, performance-based, and objective). We used linear mixed effects modeling to examine pre-post treatment changes in social isolation and whether these changes accounted for improvements in emotional and physical functioning. Results: Both interventions were associated with significant and comparable improvements in social isolation from baseline to end of treatment, and improvements in social isolation accounted for significant improvements in self-reported emotional and physical functioning. Conclusion: Interventions may target social isolation in chronic pain to optimize treatment outcomes. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.1016/j.genhosppsych.2021.01.009,8
"Baños, Rosa María; Etchemendy, Ernestina; Farfallini, Luis; García-Palacios, Azucena; Quero, Soledad; Botella, Cristina",EARTH of Well-Being System: A pilot study of an information and communication technology-based positive psychology intervention,"The positive technology field combines the objectives of positive psychology with enhancements from information and communication technologies. Following this approach, our team developed the ‘EARTH of Well-Being,’ a system designed to induce positive emotions and reinforce psychological resources through a self-guided positive psychology internet intervention. This paper describes the EARTH system and presents the results of a pilot study that assesses users’ acceptance and perceived usefulness of the system and provides preliminary evidence of its efficacy in providing users with positive experiences. Thirty-eight volunteers used the application in six sessions distributed over two weeks. They reported high levels of acceptability and perceived usefulness. Moreover, participants reported increased positive mood after each session. Overall, results support the future use and investigation of this system as a positive psychology intervention, and suggest that it could be useful for increasing positive mood. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)",2014,https://doi.org/10.1080/17439760.2014.927906,1
"Barbieri, Stefania; Vettore, Gianna; Pietrantonio, Vincenzo; Snenghi, Rossella; Tredese, Alberto; Bergamini, Mauro; Previato, Sara; Stefanati, Armando; Gaudio, Rosa Maria; Feltracco, Paolo",Pedestrian inattention blindness while playing Pokémon Go as an emerging health-risk behavior: A case report,"Background: Cases of trauma resulting from the use of mobile phones while driving motor vehicles have become quite common in recent years. Road injuries incurred by people playing video games on mobile phones (or other media devices) while walking have also become a cause for concern. Pokémon Go has been the world's most popular game since it was launched in July 2016, with more than 15 million players trying to catch all Pokémon available in the game; however, the case detailed here is the first reported accident in the medical literature caused by a pedestrian distracted by the game while crossing a street. Objective: We aim to provide additional information on the innovative nature of distractions that generate risks in road-users, and to explore the underreporting of pedestrian-motor vehicle collisions due to mobile device usage. Methods: We included in this case report a 25-year-old male who suddenly crossed a road while playing Pokémon Go and was hit by a van, reporting several injuries and being assisted by the Emergency Medical Service of our hospital (Padova, Italy). The patient’s history, the circumstances in which the collision happened, imaging data, and clinical course information were recorded per our hospital’s privacy policy. Results: The patient hit by the van was playing Pokémon Go on his mobile phone while crossing a street, despite red traffic lights, which he did not notice due to of the distraction induced by the game. Conclusions: Mobile videogames that imply movement (ie, walking, running, cycling) to play are an effective way to improve physical activity practice, especially in adolescents and young adults. Nevertheless, cases like the one presented here point out that these games could pose a significant risk to users who play while walking, cycling, or driving in unsafe areas such as city streets, because players become distracted and may ignore surrounding hazards. Comprehensive, multilevel interventions are needed to reduce accidents caused by distraction, and to stress findings on the positive and negative effects of video games, which are becoming a source of public health concern. Health care providers should be aware of their chief role in these possible prevention strategies, based on their direct interactions with road incident victims. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2017,https://doi.org/10.2196/jmir.6596,2
"Baretta, Dario; Sartori, Fabio; Greco, Andrea; D'Addario, Marco; Melen, Riccardo; Steca, Patrizia",Improving physical activity mHealth interventions: Development of a computational model of self-efficacy theory to define adaptive goals for exercise promotion,"The practice of regular physical exercise is a protective factor against noncommunicable diseases and premature mortality. In spite of that, large part of the population does not meet physical activity guidelines and many individuals live a sedentary life. Recent technological progresses and the widespread adoption of mobile technology, such as smartphone and wearables, have opened the way to the development of digital behaviour change interventions targeting physical activity promotion. Such interventions would greatly benefit from the inclusion of computational models framed on behaviour change theories and model-based reasoning. However, research on these topics is still at its infancy. The current paper presents a smartphone application and wearable device system called Muoviti! that targets physical activity promotion among adults not meeting the recommended physical activity guidelines. Specifically, we propose a computational model of behaviour change, grounded on the social cognitive theory of self-efficacy. The purpose of the computational model is to dynamically integrate information referring to individuals’ self-efficacy beliefs and physical activity behaviour in order to define exercising goals that adapt to individuals’ changes over time.The paper presents (i) the theoretical constructs that informed the development of the computational model, (ii) an overview of Muoviti! describing the system dynamics, the graphical user interface, the adopted measures and the intervention design, and (iii) the computational model based on Dynamic Decision Network. We conclude by presenting early results from an experimental study. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2019,https://doi.org/10.1155/2019/3068748,10
"Barker, Ruth Nancy; Brauer, Sandra; Carson, Richard",Training-induced changes in the pattern of triceps to biceps activation during reaching tasks after chronic and severe stroke,"This exploratory study was undertaken to investigate the mechanisms that contributed to improvements in upper limb function following a novel training program. Surface electromyography (EMG) was used to examine training-induced changes in the pattern of triceps and biceps activation during reaching tasks in stroke survivors with severe paresis in the chronic stage of recovery. The EMG data were obtained in the context of a single blind randomised clinical trial conducted with 42 stroke survivors with minimal upper limb muscle activity and who were more than 6 months post-stroke. Of the 33 participants who completed the study, 10 received training of reaching using a non-robotic upper limb training device, the SMART Arm, with EMG triggered functional electrical stimulation (EMG-stim), 13 received training of reaching using the SMART Arm alone, and 10 received no intervention. Each intervention group engaged in 12 1-h training sessions over a 4-week period. Clinical and laboratory measures of upper limb function were administered prior to training (0 weeks), at completion (4 weeks) and 2 months (12 weeks) after training. The primary outcome measure was ‘upper arm function’ which is Item 6 of the Motor Assessment Scale (MAS). Laboratory measures consisted of two multijoint reaching tasks to assess ‘maximum isometric force’ and ‘maximum distance reached’. Surface EMG was used to monitor triceps brachii and biceps brachii during the two reaching tasks. To provide a comparison with normal values, seven healthy adults were tested on one of the reaching tasks according to the same procedure. Study findings demonstrated a statistically significant improvement in upper limb function for stroke participants in the two training groups compared to those who received no training however no difference was found between the two training groups. For the reaching tasks, all stroke participants, when compared to normal healthy adults, exhibited lower triceps and biceps activation and a lower ratio of triceps to biceps activation. Following training, stroke participants demonstrated increased triceps activation and an increased ratio of triceps to biceps activation for the task that was trained. Better performance was associated with greater triceps activation and a higher ratio of triceps to biceps activation. The findings suggest that increased activation of triceps as an agonist and an improved coordination between triceps and biceps could have mediated the observed changes in arm function. The changes in EMG activity were small relative to the changes in arm function indicating that factors, such as the contribution of other muscles of reaching, may also be implicated. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",2009,https://doi.org/10.1007/s00221-009-1872-8,1
"Baron, Justine Sita; Hirani, Shashivadan Parbat; Newman, Stanton Peter",Investigating the behavioural effects of a mobile-phone based home telehealth intervention in people with insulin-requiring diabetes: Results of a randomized controlled trial with patient interviews,"Introduction: Evidence supporting home telehealth effects on clinical outcomes in diabetes is available, yet mechanisms of action for these improvements remain poorly understood. Behavioural change is one plausible explanation. This study investigated the behavioural effects of a mobile-phone based home telehealth (MTH) intervention in people with diabetes. It was hypothesized that MTH would improve self-efficacy, illness beliefs, and diabetes self-care. Methods: A randomized controlled trial compared standard care to standard care supplemented with MTH (self-monitoring, data transmission, graphical and nurse-initiated feedback, educational calls). Self-report measures of self-efficacy, illness beliefs, and self-care were repeated at baseline, three months, and nine months. MTH effects were based on the group by time interactions in hierarchical linear models and effect sizes with 95% confidence intervals (CIs). Interviews with MTH participants explored the perceived effects of MTH on diabetes self-management. Results: Eighty-one participants were randomized to the intervention ( n = 45) and standard care ( n = 36). Significant group by time effects were observed for five out of seven self-efficacy subscales. Effect sizes were large, particularly at nine months. Interaction effects for illness beliefs and self-care were non-significant, but effect sizes and confidence intervals suggested MTH may positively affect diet and exercise. In interviews, MTH was associated with increased awareness, motivation, and a greater sense of security. Improved self-monitoring and diet were reported by some participants. Discussion: MTH empowers people with diabetes to manage their condition and may influence self-care. Future MTH research would benefit from investigating behavioural mechanisms and determining patient profiles predictive of greater behavioural effectiveness. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2017,https://doi.org/10.1177/1357633X16655911,4
"Baruth, Meghan; Schlaff, Rebecca A.; Deere, Samantha; Walker, Jessica L.; Dressler, Brenna L.; Wagner, Sarah F.; Boggs, Ashley; Simon, Holly A.",The feasibility and efficacy of a behavioral intervention to promote appropriate gestational weight gain,"Introduction: Nearly half of all women gain above gestational weight gain (GWG) recommendations. This study assessed the feasibility and efficacy of a pilot behavioral intervention on GWG and physical activity behaviors. Methods: Women (n = 45) 14–20 weeks gestation enrolled in a behavioral intervention. Physicians ‘prescribed’ the intervention to low risk patients. The intervention included self-monitoring, support, and optional walking groups. Process evaluation measures regarding usage and acceptability of study components were obtained. Physical activity was objectively measured at baseline and 35 weeks. The percentage of participants with appropriate GWG was calculated. Control data was obtained from the same clinic where participants were recruited. Results: Overall, the intervention was acceptable to participants; attrition was low (6.7%), weekly contact was high (87%), and self-monitoring was high (Fitbit worn on 82% of intervention weeks; weekly weighing on 81%). Facebook (40% of weeks) and study website use (19%) was low, as was walking group attendance (7% attended a single group). Participants reported a lack of discussions about the study with their physician. Results showed no significant difference between intervention and control participants in the percentage who gained excess weight (p = 0.37). There was a significant decrease in moderate-to-vigorous physical activity in intervention participants (p < 0.0001). Discussion: Continued efforts for promoting physical activity and appropriate GWG are needed. Although acceptable, the intervention was not efficacious. Trainings for, or input from prenatal healthcare providers on how to best encourage and support patients’ engagement in healthy behaviors, such as PA, are warranted. (PsycInfo Database Record (c) 2021 APA, all rights reserved) (Source: journal abstract)",2019,https://doi.org/10.1007/s10995-019-02812-6,6
"Bashore, Lisa; Alexander, Gina K.; Park, Eunduck",Engagement in physical activity among young adult childhood and adolescent cancer survivors: Integration of nature technology,"This report addresses physical activity (PA) levels and education preferences in young adult cancer survivors (YACS) and outlines strategies for the design of successful interventions. A cross-sectional design was used to assess PA in 124 YACS, using the International Physical Activity Questionnaire-Short Form. Recommended levels were reported by 20.2% and 42.5% for high and moderate PA in metabolic equivalent of task (MET) minutes/week, respectively, while 37.3% reported low level PA in MET-minutes/week. Eighty percent reported likely to use technology for education about PA. Prior research supports using technology to administer tailored interventions to promote consistent PA among YACS, ideally in nature-based activities. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2021,https://doi.org/10.1089/jayao.2020.0193,4
"Batchelder, Sydney R.; Van Heukelom, Justin T.; Proctor, Kaitlyn; Washington, Wendy Donlin",Escalating schedules of incentives increase physical activity with no differences between deposit and no‐deposit groups: A systematic replication,"Physical inactivity has increasingly affected public health in the United States during the COVID‐19 pandemic as it is associated with chronic diseases such as arthritis, cancer, and heart disease. Contingency management has been shown to increase physical activity. Therefore, the present study sought to evaluate the effects of an escalating schedule of monetary reinforcement with a reset contingency on physical activity, as compared between 2 counterbalanced groups in which a monetary deposit of $25 was either required (deposit group) or not (no‐deposit group). Twenty‐five adults wore Fitbit accelerometers to monitor step counts. An ABA reversal design was used; in the 2 baseline phases, no programmed contingencies were in place for step counts. During intervention, step goals were set using a modified 70 th percentile schedule with a 7‐day window: Reaching the first goal would result in $0.25, and incentives increased by $0.25 for each subsequent day in which the goal was met. Failure to reach a goal resulted in a reset of the monetary incentive value to $0.25. Ten out of 12 participants from the deposit group were determined to be responders to intervention, whereas 8 out of 13 participants from the no‐deposit group were determined to be responders to intervention. Overall, there were no significant differences between the groups' step counts. However, the deposit group's intervention was cheaper to implement, which suggests that deposit contracts are a viable modification for physical activity interventions. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",2023,https://doi.org/10.1002/jaba.964,10
